EmployeeID;Gender;Age;Education;EducationType;MaritalStatus;TotalCompanies;TotalExperience;DistanceToOffice;Department;Traveltype_last_year;BillingRate;MonthlyIncome;Years_at_Company;Years_InCurrentRole;LastSalaryHike;PotentialReview;PerformanceReview;SatisfactionScore;JobRole_SatisfactionScore;Overall_SatisfactionScore
AB0364;Male;32.0;Masters / PHD;Economics;Married;8.0;17.0;2.0;ClientSolutions;Conference;71.0;6552.0;14.0;12.0;16.0;Very High;Met Expectations;Promoter;Detractor;Passive
AB0365;Female;38.0;Graduation;Bio-technology;Married;3.0;20.0;7.0;BusinessDevelopment;Conference;136.0;9958.0;4.0;3.0;20.0;Medium;Met Expectations;Passive;Promoter;Passive
AB0366;Female;35.0;Masters / PHD;Economics;Divorced;3.0;10.0;11.0;BusinessDevelopment;Conference;46.0;7358.0;1.0;0.0;16.0;Medium;Met Expectations;Promoter;Promoter;Passive
AB0367;Male;24.0;Graduation;Economics;Divorced;1.0;13.0;18.0;BusinessDevelopment;Conference;151.0;9465.0;13.0;;16.0;Medium;Met Expectations;Passive;Passive;Passive
AB0368;Female;36.0;Masters / PHD;Economics;Single;5.0;16.0;1.0;BusinessDevelopment;Conference;105.0;9537.0;10.0;4.0;22.0;High;Exceed Expectations;Detractor;Promoter;Passive
AB0369;Male;39.0;Under Graduation;Marketing / Finance;Single;9.0;36.0;2.0;ClientSolutions;No;48.0;15085.3;12.0;9.0;17.0;Medium;Met Expectations;Passive;Detractor;Passive
AB0370;Male;47.0;Masters / PHD;Marketing / Finance;Married;9.0;13.0;2.0;Support;No;26.0;6897.0;;4.0;18.0;Very High;Met Expectations;Promoter;Detractor;Detractor
AB0371;Female;35.0;Graduation;Marketing / Finance;Married;9.0;27.0;4.0;ClientSolutions;Conference;100.0;15085.3;21.0;16.0;16.0;Medium;Exceed Expectations;Detractor;Passive;Promoter
AB0372;Male;34.0;Masters / PHD;Economics;Married;4.0;12.0;6.0;ClientSolutions;LongTermProject;195.0;6120.0;4.0;3.0;16.0;Very High;Met Expectations;Detractor;Detractor;Promoter
AB0373;Female;26.0;Graduation;Marketing / Finance;Married;7.0;12.0;6.0;ClientSolutions;Conference;76.0;5697.0;7.0;4.0;15.0;Very High;Met Expectations;Passive;Passive;Passive
AB0374;Male;23.0;Under Graduation;Marketing / Finance;Married;9.0;20.0;15.0;ClientSolutions;Conference;139.0;14922.0;9.0;8.0;15.0;High;Met Expectations;Passive;Passive;Promoter
AB0375;Female;39.0;Graduation;Marketing / Finance;Married;4.0;14.0;10.0;BusinessDevelopment;Conference;69.0;5058.0;7.0;;18.0;High;Inconsistent;Passive;Passive;Passive
AB0376;Female;37.0;Graduation;Bio-technology;Divorced;1.0;31.0;1.0;BusinessDevelopment;Conference;62.0;11469.0;31.0;17.0;24.0;High;Exceed Expectations;Passive;Detractor;Passive
AB0377;Male;21.0;Graduation;Bio-technology;Single;8.0;8.0;7.0;BusinessDevelopment;Conference;139.0;5862.0;;4.0;18.0;Medium;Met Expectations;Promoter;Detractor;Passive
AB0378;Female;25.0;Graduation;Bio-technology;Married;1.0;13.0;4.0;ClientSolutions;Conference;138.0;5098.0;12.0;3.0;15.0;Medium;Met Expectations;Detractor;Promoter;Detractor
AB0379;Male;33.0;Masters / PHD;Economics;Single;1.0;12.0;4.0;ClientSolutions;LongTermProject;84.0;4684.0;12.0;8.0;14.0;High;Met Expectations;Passive;Passive;Passive
AB0380;Male;40.0;Masters / PHD;Bio-technology;Married;1.0;13.0;8.0;BusinessDevelopment;Conference;104.0;7502.0;12.0;9.0;14.0;High;Met Expectations;Passive;Passive;Promoter
AB0381;Female;21.0;Graduation;Phycology / Behavior Sciences;Married;5.0;8.0;1.0;Support;Conference;37.0;2429.0;3.0;0.0;16.0;High;Met Expectations;Passive;Passive;Passive
AB0382;Female;46.0;Graduation;Economics;Divorced;5.0;25.0;9.0;ClientSolutions;Conference;86.0;4693.0;3.0;3.0;19.0;High;Met Expectations;Passive;Detractor;Passive
AB0383;Female;24.0;Graduation;Marketing / Finance;Married;1.0;14.0;20.0;ClientSolutions;Conference;151.0;6353.0;13.0;;16.0;High;Met Expectations;Promoter;Promoter;Promoter
AB0384;Female;30.0;Masters / PHD;Marketing / Finance;Single;9.0;13.0;2.0;ClientSolutions;Conference;153.0;5566.0;;9.0;18.0;Very High;Met Expectations;Detractor;Promoter;Passive
AB0385;Male;39.0;Graduation;Marketing / Finance;Single;3.0;33.0;23.0;ClientSolutions;Conference;143.0;9479.0;22.0;18.0;22.0;High;Exceed Expectations;Detractor;Passive;Passive
AB0386;Female;24.0;Graduation;Marketing / Finance;Married;5.0;14.0;20.0;ClientSolutions;Conference;80.0;4778.0;10.0;9.0;15.0;High;Met Expectations;Passive;Passive;Detractor
AB0387;Male;40.0;Graduation;Bio-technology;Married;4.0;23.0;8.0;BusinessDevelopment;ClientEngagement;67.0;7470.0;5.0;4.0;16.0;High;Met Expectations;Passive;Passive;Detractor
AB0388;Female;32.0;Graduation;Marketing / Finance;Married;1.0;10.0;1.0;ClientSolutions;LongTermProject;94.0;4679.0;10.0;9.0;23.0;Very High;Exceed Expectations;Passive;Passive;Promoter
AB0389;Male;38.0;Graduation;Marketing / Finance;Married;3.0;27.0;1.0;ClientSolutions;LongTermProject;77.0;11710.0;13.0;12.0;16.0;Medium;Met Expectations;Passive;Detractor;Passive
AB0390;Male;26.0;Graduation;Economics;Married;1.0;13.0;5.0;BusinessDevelopment;ClientEngagement;45.0;7172.0;13.0;10.0;16.0;High;Met Expectations;Passive;Passive;Promoter
AB0391;Male;43.0;Graduation;Bio-technology;Married;7.0;36.0;8.0;BusinessDevelopment;Conference;105.0;12982.0;;;16.0;Medium;Met Expectations;Detractor;Promoter;Passive
AB0392;Female;27.0;Graduation;Economics;Single;7.0;8.0;3.0;BusinessDevelopment;Conference;61.0;6631.0;3.0;3.0;15.0;Low;Met Expectations;Promoter;Promoter;Detractor
AB0393;Male;26.0;Masters / PHD;Bio-technology;Married;1.0;8.0;2.0;ClientSolutions;Conference;203.0;2472.0;7.0;4.0;14.0;High;Inconsistent;Passive;Passive;Passive
AB0394;Male;35.0;Graduation;Economics;Married;1.0;10.0;9.0;ClientSolutions;Conference;78.0;2836.0;10.0;9.0;16.0;High;Met Expectations;Passive;Detractor;Promoter
AB0395;Female;27.0;Graduation;Economics;Single;1.0;9.0;18.0;BusinessDevelopment;No;64.0;5908.0;8.0;7.0;24.0;High;Exceed Expectations;Passive;Promoter;Passive
AB0396;Male;31.0;Masters / PHD;Economics;Married;8.0;18.0;8.0;ClientSolutions;Conference;130.0;7162.36922;13.0;10.0;20.0;Very High;Met Expectations;Promoter;Detractor;Passive
AB0397;Female;26.0;Masters / PHD;Marketing / Finance;Divorced;1.0;8.0;7.0;ClientSolutions;Conference;120.0;2429.0;7.0;4.0;15.0;Medium;Met Expectations;Detractor;Passive;Passive
AB0398;Male;48.0;Masters / PHD;Economics;Single;9.0;25.0;9.0;ClientSolutions;Conference;82.0;4171.0;;0.0;14.0;High;Met Expectations;Passive;Passive;Passive
AB0399;Male;28.0;Graduation;Phycology / Behavior Sciences;Single;4.0;20.0;3.0;BusinessDevelopment;Conference;161.0;5242.0;17.0;;19.0;Low;Met Expectations;Promoter;Detractor;Detractor
AB0400;Male;26.0;Graduation;Economics;Divorced;1.0;9.0;5.0;ClientSolutions;Conference;40.0;3644.0;8.0;3.0;15.0;Very High;Met Expectations;Detractor;Passive;Promoter
AB0401;Male;16.0;Under Graduation;Bio-technology;Single;7.0;5.0;4.0;ClientSolutions;LongTermProject;149.0;4296.0;3.0;3.0;18.0;High;Met Expectations;Passive;Passive;Passive
AB0402;Female;24.0;Graduation;Economics;Divorced;4.0;12.0;1.0;ClientSolutions;Conference;84.0;15085.3;9.0;9.0;16.0;Medium;Met Expectations;Promoter;Promoter;Passive
AB0403;Male;48.0;Masters / PHD;Bio-technology;Single;8.0;31.0;12.0;BusinessDevelopment;Conference;40.0;15015.0;25.0;9.0;18.0;Very High;Met Expectations;Detractor;Passive;Passive
AB0404;Male;48.0;Masters / PHD;Marketing / Finance;Divorced;4.0;13.0;9.0;ClientSolutions;LongTermProject;144.0;6248.0;10.0;9.0;16.0;High;Met Expectations;Promoter;Passive;Passive
AB0405;Female;34.0;Graduation;Bio-technology;Married;7.0;18.0;6.0;BusinessDevelopment;Conference;41.0;4842.0;;5.0;21.0;High;Exceed Expectations;Passive;Passive;Passive
AB0406;Female;32.0;Masters / PHD;Economics;Single;3.0;13.0;7.0;ClientSolutions;Conference;27.0;3624.0;5.0;3.0;18.0;Very High;Met Expectations;Passive;Promoter;Passive
AB0407;Female;17.0;Under Graduation;Bio-technology;Single;1.0;8.0;7.0;ClientSolutions;LongTermProject;62.0;4149.0;8.0;;16.0;High;Met Expectations;Detractor;Promoter;Passive
AB0408;Male;46.0;Masters / PHD;Economics;Single;9.0;35.0;4.0;ClientSolutions;Conference;203.0;12067.0;20.0;14.0;16.0;Medium;Met Expectations;Passive;Passive;Passive
AB0409;Male;32.0;Graduation;Marketing / Finance;Married;3.0;8.0;1.0;BusinessDevelopment;Conference;133.0;8193.0;5.0;4.0;22.0;Low;Exceed Expectations;Passive;Promoter;Passive
AB0410;Female;26.0;Graduation;Economics;Single;5.0;13.0;7.0;ClientSolutions;LongTermProject;156.0;5503.0;10.0;9.0;16.0;High;Met Expectations;Promoter;Passive;Promoter
AB0411;Male;23.0;Graduation;Marketing / Finance;Married;1.0;7.0;22.0;ClientSolutions;Conference;53.0;3004.0;7.0;3.0;14.0;High;Met Expectations;Passive;Promoter;Passive
AB0412;Male;32.0;Graduation;Bio-technology;Married;4.0;25.0;5.0;BusinessDevelopment;Conference;109.0;2342.35;;0.0;16.0;High;Met Expectations;Promoter;Promoter;Passive
AB0413;Male;42.0;Graduation;Bio-technology;Married;3.0;18.0;2.0;BusinessDevelopment;ClientEngagement;66.0;11626.0;5.0;3.0;14.0;High;Met Expectations;Passive;Passive;Passive
AB0414;Male;48.0;Masters / PHD;Marketing / Finance;Married;4.0;27.0;7.0;ClientSolutions;Conference;161.0;15085.3;7.0;4.0;18.0;High;Met Expectations;Passive;Passive;Promoter
AB0415;Male;48.0;Graduation;Economics;Married;4.0;9.0;3.0;ClientSolutions;Conference;17.0;2418.0;1.0;;18.0;Medium;Met Expectations;Passive;Promoter;Detractor
AB0416;Male;23.0;Masters / PHD;Bio-technology;Divorced;1.0;7.0;11.0;BusinessDevelopment;Conference;206.0;4696.0;7.0;3.0;15.0;High;Met Expectations;Promoter;Passive;Promoter
AB0417;Female;29.0;Masters / PHD;Bio-technology;Divorced;9.0;10.0;8.0;Support;Conference;128.0;5264.0;4.0;3.0;16.0;High;Met Expectations;Promoter;Detractor;Passive
AB0418;Female;38.0;Masters / PHD;Economics;Married;4.0;13.0;7.0;ClientSolutions;Conference;176.0;2457.0;9.0;9.0;16.0;Very High;Met Expectations;Promoter;Passive;Passive
AB0419;Female;23.0;Graduation;Marketing / Finance;Married;1.0;4.0;1.0;ClientSolutions;Conference;148.0;3964.0;;0.0;24.0;High;Exceed Expectations;Passive;Detractor;Passive
AB0420;Female;30.0;Graduation;Marketing / Finance;Married;8.0;22.0;26.6;ClientSolutions;Conference;112.0;3812.0;7.0;5.0;20.0;High;Exceed Expectations;Passive;Detractor;Passive
AB0421;Male;35.0;Graduation;Economics;Married;4.0;33.0;3.0;ClientSolutions;Conference;112.0;15085.3;10.0;9.0;16.0;Low;Met Expectations;Passive;Promoter;Passive
AB0422;Female;22.0;Graduation;Marketing / Finance;Married;9.0;7.0;6.0;ClientSolutions;Conference;59.0;3884.0;4.0;3.0;18.0;Very High;Met Expectations;Passive;Passive;Detractor
AB0423;Male;48.0;Masters / PHD;Marketing / Finance;Married;3.0;20.0;1.0;ClientSolutions;Conference;89.0;7425.0;4.0;;14.0;High;Met Expectations;Promoter;Passive;Passive
AB0424;Female;34.0;Under Graduation;Marketing / Finance;Married;4.0;20.0;21.0;BusinessDevelopment;Conference;58.0;13713.0;0.0;0.0;21.0;High;Exceed Expectations;Detractor;Passive;Passive
AB0425;Male;30.0;Graduation;Economics;Married;7.0;22.0;2.0;ClientSolutions;No;124.0;5684.0;1.0;0.0;16.0;Medium;Met Expectations;Passive;Promoter;Promoter
AB0426;Male;21.0;Graduation;Marketing / Finance;Single;1.0;9.0;7.0;ClientSolutions;No;95.0;2848.0;;9.0;20.0;High;Exceed Expectations;Promoter;Promoter;Passive
AB0427;Male;18.0;Graduation;Phycology / Behavior Sciences;Single;1.0;7.0;11.0;ClientSolutions;Conference;68.0;2932.0;7.0;3.0;16.0;High;Met Expectations;Promoter;Promoter;Passive
AB0428;Male;36.0;Graduation;Marketing / Finance;Single;8.0;8.0;1.0;ClientSolutions;Conference;126.0;2701.0;5.0;4.0;15.0;High;Met Expectations;Passive;Promoter;Passive
AB0429;Male;25.0;Graduation;Marketing / Finance;Married;1.0;16.0;1.0;ClientSolutions;Conference;178.0;3951.0;14.0;12.0;21.0;High;Exceed Expectations;Promoter;Passive;Detractor
AB0430;Female;32.0;Graduation;Phycology / Behavior Sciences;Married;10.0;16.0;2.0;Support;Conference;17.0;7025.0;10.0;4.0;17.0;Very High;Met Expectations;Passive;Passive;Passive
AB0431;Female;27.0;Under Graduation;Economics;Married;1.0;26.0;12.0;ClientSolutions;Conference;36.0;9687.0;25.0;;19.0;Medium;Met Expectations;Passive;Passive;Detractor
AB0432;Female;33.0;Masters / PHD;Economics;Married;1.0;8.0;20.0;BusinessDevelopment;Conference;210.0;2695.0;7.0;4.0;22.0;Medium;Exceed Expectations;Passive;Passive;Detractor
AB0433;Female;45.0;Masters / PHD;Economics;Married;4.0;35.0;19.0;Support;Conference;176.0;15085.3;;3.0;14.0;High;Met Expectations;Promoter;Passive;Passive
AB0434;Male;21.0;Graduation;Marketing / Finance;Single;1.0;10.0;1.0;ClientSolutions;Conference;19.0;3173.0;9.0;9.0;16.0;High;Met Expectations;Passive;Detractor;Promoter
AB0435;Male;45.0;Graduation;Marketing / Finance;Married;7.0;31.0;2.0;ClientSolutions;Conference;88.0;15085.3;7.0;3.0;16.0;High;Met Expectations;Promoter;Detractor;Promoter
AB0436;Male;31.0;Graduation;Economics;Married;9.0;25.0;1.0;ClientSolutions;LongTermProject;144.0;5216.0;17.0;14.0;17.0;High;Met Expectations;Promoter;Promoter;Promoter
AB0437;Female;28.0;Masters / PHD;Economics;Divorced;1.0;13.0;24.0;ClientSolutions;Conference;208.0;10952.0;13.0;12.0;14.0;Very High;Met Expectations;Passive;Detractor;Passive
AB0438;Male;32.0;Graduation;Marketing / Finance;Single;1.0;8.0;21.0;ClientSolutions;Conference;44.0;4307.0;7.0;3.0;16.0;High;Met Expectations;Passive;Detractor;Detractor
AB0439;Female;21.0;Graduation;Phycology / Behavior Sciences;Single;1.0;7.0;5.0;BusinessDevelopment;Conference;141.0;3281.0;5.0;;19.0;Medium;Met Expectations;Promoter;Promoter;Promoter
AB0440;Male;33.0;Graduation;Economics;Divorced;8.0;7.0;7.0;ClientSolutions;No;108.0;2342.35;;0.0;18.0;Medium;Met Expectations;Detractor;Detractor;Detractor
AB0441;Female;32.0;Graduation;Economics;Married;3.0;23.0;7.0;ClientSolutions;Conference;44.0;7164.0;1.0;0.0;18.0;High;Met Expectations;Passive;Detractor;Passive
AB0442;Female;26.0;Masters / PHD;Bio-technology;Married;10.0;5.0;12.0;ClientSolutions;Conference;170.0;3111.0;3.0;3.0;16.0;High;Inconsistent;Passive;Passive;Passive
AB0443;Male;43.0;Graduation;Marketing / Finance;Married;5.0;31.0;7.0;ClientSolutions;Conference;97.0;15085.3;5.0;3.0;14.0;High;Met Expectations;Detractor;Detractor;Passive
AB0444;Male;48.0;Masters / PHD;Economics;Married;7.0;21.0;8.0;ClientSolutions;Conference;220.0;13697.0;13.0;12.0;18.0;Medium;Met Expectations;Passive;Passive;Promoter
AB0445;Male;16.0;Under Graduation;Economics;Single;1.0;7.0;19.0;ClientSolutions;Conference;55.0;2522.0;5.0;4.0;16.0;High;Met Expectations;Detractor;Passive;Passive
AB0446;Female;33.0;Masters / PHD;Economics;Married;1.0;20.0;6.0;ClientSolutions;No;31.0;4574.0;18.0;14.0;15.0;High;Met Expectations;Passive;Passive;Promoter
AB0447;Female;41.0;Graduation;Economics;Single;4.0;27.0;12.0;ClientSolutions;Conference;176.0;15085.3;;;17.0;High;Met Expectations;Passive;Passive;Passive
AB0448;Male;34.0;Masters / PHD;Economics;Divorced;1.0;9.0;6.0;ClientSolutions;Conference;138.0;3035.0;9.0;9.0;16.0;Low;Met Expectations;Passive;Passive;Passive
AB0449;Male;33.0;Under Graduation;Marketing / Finance;Single;4.0;7.0;4.0;BusinessDevelopment;ClientEngagement;142.0;3292.0;0.0;0.0;20.0;High;Met Expectations;Passive;Passive;Detractor
AB0450;Female;26.0;Graduation;Economics;Single;1.0;20.0;1.0;ClientSolutions;LongTermProject;61.0;14756.0;20.0;18.0;15.0;High;Met Expectations;Detractor;Promoter;Passive
AB0451;Male;48.0;Masters / PHD;Marketing / Finance;Married;4.0;22.0;19.0;ClientSolutions;LongTermProject;20.0;7020.0;10.0;9.0;16.0;High;Met Expectations;Passive;Passive;Promoter
AB0452;Female;32.0;Graduation;Economics;Married;5.0;9.0;1.0;ClientSolutions;Conference;73.0;3730.0;5.0;4.0;18.0;High;Met Expectations;Passive;Detractor;Promoter
AB0453;Female;28.0;Graduation;Phycology / Behavior Sciences;Divorced;10.0;14.0;26.0;Support;MonthlyTravel;120.0;10919.0;4.0;3.0;17.0;High;Met Expectations;Passive;Detractor;Passive
AB0454;Male;32.0;Masters / PHD;Bio-technology;Single;1.0;13.0;21.0;BusinessDevelopment;No;160.0;5033.0;;7.0;20.0;High;Exceed Expectations;Passive;Passive;Passive
AB0455;Female;29.0;Graduation;Economics;Married;1.0;22.0;7.0;ClientSolutions;Conference;74.0;7162.36922;22.0;;20.0;Medium;Exceed Expectations;Promoter;Passive;Passive
AB0456;Female;48.0;Masters / PHD;Economics;Married;8.0;17.0;1.0;BusinessDevelopment;Conference;162.0;11724.0;12.0;5.0;14.0;Medium;Met Expectations;Passive;Passive;Passive
AB0457;Female;22.0;Graduation;Economics;Married;1.0;12.0;1.0;ClientSolutions;Conference;72.0;8144.0;12.0;9.0;14.0;High;Met Expectations;Passive;Detractor;Promoter
AB0458;Female;40.0;Masters / PHD;Marketing / Finance;Married;8.0;23.0;5.0;ClientSolutions;Conference;90.0;2631.0;1.0;0.0;18.0;Very High;Met Expectations;Passive;Passive;Promoter
AB0459;Female;30.0;Graduation;Marketing / Finance;Divorced;1.0;10.0;8.0;BusinessDevelopment;Conference;38.0;6167.0;10.0;0.0;23.0;Very High;Exceed Expectations;Detractor;Detractor;Passive
AB0460;Male;23.0;Graduation;Economics;Married;1.0;13.0;24.0;ClientSolutions;Conference;149.0;2990.0;13.0;9.0;23.0;Low;Exceed Expectations;Passive;Passive;Passive
AB0461;Male;45.0;Masters / PHD;Bio-technology;Single;3.0;26.0;13.0;BusinessDevelopment;Conference;105.0;5462.0;;9.0;15.0;High;Met Expectations;Promoter;Detractor;Promoter
AB0462;Male;21.0;Graduation;Marketing / Finance;Married;1.0;8.0;1.0;ClientSolutions;Conference;23.0;4363.0;7.0;4.0;18.0;Medium;Met Expectations;Detractor;Detractor;Detractor
AB0463;Male;35.0;Masters / PHD;Marketing / Finance;Single;1.0;13.0;9.0;ClientSolutions;Conference;56.0;4645.0;13.0;;17.0;High;Met Expectations;Promoter;Detractor;Passive
AB0464;Female;34.0;Masters / PHD;Bio-technology;Single;4.0;20.0;3.0;BusinessDevelopment;Conference;176.0;10184.0;7.0;5.0;18.0;High;Met Expectations;Detractor;Passive;Promoter
AB0465;Female;27.0;Under Graduation;Marketing / Finance;Married;5.0;12.0;6.0;ClientSolutions;Conference;67.0;10964.0;9.0;9.0;17.0;Medium;Met Expectations;Promoter;Detractor;Detractor
AB0466;Male;48.0;Masters / PHD;Economics;Married;10.0;23.0;4.0;ClientSolutions;Conference;198.0;2729.0;13.0;0.0;15.0;High;Met Expectations;Detractor;Passive;Passive
AB0467;Female;16.0;Under Graduation;Phycology / Behavior Sciences;Single;1.0;1.0;19.0;ClientSolutions;Conference;155.0;2982.0;1.0;0.0;20.0;High;Met Expectations;Promoter;Promoter;Detractor
AB0468;Male;43.0;Graduation;Marketing / Finance;Single;5.0;36.0;2.0;ClientSolutions;Conference;54.0;15085.3;;10.0;15.0;Very High;Met Expectations;Promoter;Passive;Passive
AB0469;Male;31.0;Graduation;Marketing / Finance;Married;5.0;9.0;7.0;ClientSolutions;Conference;109.0;5347.0;7.0;3.0;14.0;High;Met Expectations;Passive;Passive;Detractor
AB0470;Female;25.0;Graduation;Marketing / Finance;Married;1.0;13.0;9.0;ClientSolutions;Conference;75.0;6441.0;12.0;9.0;14.0;High;Met Expectations;Promoter;Promoter;Passive
AB0471;Female;39.0;Graduation;Marketing / Finance;Divorced;4.0;31.0;7.0;ClientSolutions;LongTermProject;14.0;15085.3;29.0;;14.0;High;Met Expectations;Promoter;Promoter;Promoter
AB0472;Female;32.0;Graduation;Economics;Single;5.0;12.0;6.0;ClientSolutions;Conference;132.0;9198.0;3.0;0.0;19.0;High;Met Expectations;Passive;Passive;Promoter
AB0473;Male;36.0;Graduation;Economics;Single;1.0;8.0;19.0;ClientSolutions;Conference;178.0;3777.0;7.0;3.0;16.0;High;Met Expectations;Promoter;Passive;Passive
AB0474;Female;46.0;Graduation;Economics;Married;10.0;36.0;4.0;BusinessDevelopment;ClientEngagement;110.0;14487.0;9.0;9.0;14.0;Very High;Met Expectations;Passive;Detractor;Promoter
AB0475;Male;35.0;Masters / PHD;Marketing / Finance;Divorced;1.0;12.0;9.0;BusinessDevelopment;No;21.0;9699.0;;7.0;16.0;High;Inconsistent;Detractor;Passive;Promoter
AB0476;Female;24.0;Graduation;Marketing / Finance;Divorced;8.0;7.0;1.0;BusinessDevelopment;Conference;41.0;3099.0;4.0;3.0;20.0;Medium;Met Expectations;Passive;Passive;Passive
AB0477;Male;40.0;Masters / PHD;Economics;Married;1.0;12.0;19.0;BusinessDevelopment;ClientEngagement;123.0;9956.0;12.0;10.0;22.0;High;Exceed Expectations;Detractor;Detractor;Detractor
AB0478;Male;23.0;Graduation;Bio-technology;Divorced;7.0;8.0;16.0;ClientSolutions;Conference;170.0;2626.0;5.0;1.0;15.0;Medium;Met Expectations;Passive;Promoter;Detractor
AB0479;Male;39.0;Masters / PHD;Economics;Divorced;1.0;7.0;9.0;ClientSolutions;Conference;82.0;2540.0;7.0;;20.0;High;Exceed Expectations;Passive;Detractor;Passive
AB0480;Female;34.0;Masters / PHD;Economics;Single;8.0;20.0;1.0;BusinessDevelopment;Conference;133.0;7491.0;1.0;0.0;16.0;High;Met Expectations;Passive;Passive;Detractor
AB0481;Male;29.0;Graduation;Economics;Divorced;9.0;23.0;5.0;ClientSolutions;LongTermProject;82.0;5649.0;5.0;3.0;16.0;High;Met Expectations;Promoter;Passive;Passive
AB0482;Female;16.0;Under Graduation;Economics;Married;1.0;5.0;2.0;ClientSolutions;Conference;67.0;4599.0;;3.0;20.0;High;Met Expectations;Passive;Passive;Detractor
AB0483;Female;37.0;Graduation;Economics;Single;1.0;1.0;2.0;ClientSolutions;Conference;31.0;2524.0;1.0;0.0;16.0;Medium;Met Expectations;Passive;Passive;Promoter
AB0484;Male;41.0;Under Graduation;Economics;Divorced;10.0;4.0;2.0;ClientSolutions;LongTermProject;85.0;2640.0;1.0;0.0;16.0;Medium;Met Expectations;Promoter;Promoter;Promoter
AB0485;Male;28.0;Masters / PHD;Bio-technology;Single;8.0;14.0;1.0;ClientSolutions;Conference;34.0;2620.0;12.0;9.0;16.0;Medium;Met Expectations;Detractor;Detractor;Promoter
AB0486;Male;29.0;Masters / PHD;Economics;Married;5.0;6.0;6.0;BusinessDevelopment;Conference;37.0;6787.0;9.0;9.0;19.0;Low;Met Expectations;Passive;Passive;Passive
AB0487;Male;34.0;Graduation;Marketing / Finance;Married;5.0;5.0;2.0;ClientSolutions;Conference;147.0;5332.0;1.0;;16.0;Medium;Met Expectations;Passive;Passive;Passive
AB0488;Female;26.0;Graduation;Marketing / Finance;Married;1.0;10.0;1.0;ClientSolutions;Conference;129.0;2629.0;10.0;0.0;16.0;High;Met Expectations;Passive;Passive;Passive
AB0489;Male;31.0;Masters / PHD;Marketing / Finance;Divorced;1.0;8.0;2.0;BusinessDevelopment;Conference;59.0;6058.0;;0.0;16.0;High;Met Expectations;Promoter;Promoter;Passive
AB0490;Female;33.0;Masters / PHD;Economics;Single;1.0;12.0;26.6;Support;Conference;172.0;9702.0;12.0;0.0;18.0;High;Met Expectations;Passive;Promoter;Detractor
AB0491;Male;22.0;Graduation;Economics;Single;1.0;12.0;7.0;BusinessDevelopment;ClientEngagement;121.0;9581.0;12.0;10.0;17.0;High;Met Expectations;Promoter;Passive;Promoter
AB0492;Male;29.0;Masters / PHD;Economics;Single;1.0;4.0;8.0;ClientSolutions;Conference;61.0;2943.0;3.0;3.0;18.0;Medium;Met Expectations;Promoter;Passive;Promoter
AB0493;Female;41.0;Under Graduation;Economics;Single;9.0;26.0;1.0;BusinessDevelopment;ClientEngagement;133.0;6023.0;5.0;4.0;14.0;Medium;Met Expectations;Detractor;Passive;Promoter
AB0494;Male;27.0;Masters / PHD;Marketing / Finance;Married;1.0;8.0;20.0;ClientSolutions;Conference;177.0;3532.0;8.0;7.0;15.0;Medium;Met Expectations;Promoter;Detractor;Passive
AB0495;Female;48.0;Graduation;Marketing / Finance;Married;5.0;16.0;2.0;ClientSolutions;Conference;161.0;2957.0;1.0;;20.0;Very High;Exceed Expectations;Passive;Detractor;Detractor
AB0496;Female;34.0;Masters / PHD;Economics;Married;9.0;14.0;18.0;ClientSolutions;No;166.0;6243.0;;10.0;17.0;High;Met Expectations;Passive;Passive;Passive
AB0497;Male;29.0;Masters / PHD;Bio-technology;Married;3.0;13.0;16.0;BusinessDevelopment;Conference;162.0;8963.0;1.0;0.0;16.0;High;Met Expectations;Detractor;Detractor;Detractor
AB0498;Male;31.0;Graduation;Marketing / Finance;Married;1.0;27.0;7.0;ClientSolutions;LongTermProject;80.0;15085.3;27.0;12.0;17.0;Medium;Met Expectations;Passive;Promoter;Detractor
AB0499;Female;34.0;Graduation;Marketing / Finance;Single;9.0;13.0;15.0;BusinessDevelopment;Conference;55.0;6866.0;7.0;5.0;18.0;Medium;Met Expectations;Promoter;Passive;Detractor
AB0500;Male;26.0;Graduation;Economics;Single;1.0;5.0;7.0;ClientSolutions;Conference;62.0;4117.0;4.0;3.0;16.0;Medium;Met Expectations;Passive;Passive;Promoter
AB0501;Male;18.0;Under Graduation;Bio-technology;Single;1.0;9.0;3.0;ClientSolutions;LongTermProject;63.0;3430.0;8.0;5.0;22.0;High;Exceed Expectations;Passive;Detractor;Passive
AB0502;Female;29.0;Under Graduation;Economics;Divorced;1.0;27.0;7.0;ClientSolutions;No;27.0;15085.3;27.0;21.0;22.0;Low;Exceed Expectations;Passive;Passive;Passive
AB0503;Male;19.0;Graduation;Economics;Divorced;1.0;4.0;7.0;BusinessDevelopment;Conference;52.0;2525.0;;;21.0;High;Exceed Expectations;Passive;Promoter;Passive
AB0504;Female;48.0;Graduation;Economics;Married;7.0;36.0;7.0;ClientSolutions;Conference;51.0;15085.3;38.0;10.0;14.0;High;Met Expectations;Detractor;Detractor;Promoter
AB0505;Female;36.0;Graduation;Bio-technology;Single;1.0;27.0;26.6;ClientSolutions;Conference;119.0;15085.3;27.0;8.0;14.0;Medium;Met Expectations;Promoter;Passive;Passive
